cliente_id,data_referencia,segmento,perfil_investidor,possui_app_ativo,total_transacionado_30d,total_saida_30d,ticket_medio_saida_30d,qtd_pix_30d,qtd_investimentos_30d,qtd_transacoes_30d,dias_desde_ultima_movimentacao,numero_tickets,numero_escalonamentos,media_satisfacao,media_tempo_resolucao,proxy_uso_digital
CLI000625,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,5.0,43.199999999999996,0.0
CLI000626,2026-03-31,empreendedor,arrojado,1,207260.12,118729.27,1604.4495945945946,49,24,120,0,5,3,5.0,27.5,0.8
CLI000627,2026-03-31,alta_renda,moderado,1,547279.71,346634.82,6932.6964,30,24,80,0,2,2,0,0,0.0
CLI000628,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,3.0,24.45,1.0
CLI000629,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,4.5,42.9,0.0
CLI000630,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,3.25,17.15,0.75
CLI000631,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,7,3,3.8,46.839999999999996,0.42857142857142855
CLI000632,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,3,2.5,22.5,0.8
CLI000633,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,0,3.0,41.3,1.0
CLI000634,2026-03-31,alta_renda,conservador,0,120108.81999999999,84211.28,2716.4929032258065,16,4,42,0,4,2,3.5,20.666666666666668,0.75
CLI000635,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,4,1,4.0,49.833333333333336,0.5
CLI000636,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,2,4.5,49.6,0.3333333333333333
CLI000637,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,6,2,4.5,36.519999999999996,0.6666666666666666
CLI000638,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,4.0,22.95,0.5
CLI000639,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,0,0,77.7,0.5
CLI000640,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,2,4.0,17.733333333333334,0.5
CLI000641,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,2,3.0,16.4,0.6666666666666666
CLI000642,2026-03-31,alta_renda,moderado,1,414418.65,198030.45,6188.4515625,24,13,58,0,3,1,3.5,46.05,0.6666666666666666
CLI000643,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,5,2,3.6666666666666665,28.075,0.4
CLI000644,2026-03-31,private,moderado,0,0,0,0,0,0,0,,8,4,4.333333333333333,18.82,0.625
CLI000645,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,5,4,4.5,12.72,0.8
CLI000646,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,3,2,5.0,17.8,1.0
CLI000647,2026-03-31,private,arrojado,1,0,0,0,0,0,0,,2,1,4.5,20.2,1.0
CLI000648,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,7,3,4.5,26.599999999999998,0.42857142857142855
CLI000649,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,3,3.5,19.166666666666668,0.5
CLI000650,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,0,3.0,12.3,0.0
CLI000651,2026-03-31,alta_renda,conservador,1,576252.79,323980.58,8099.5145,23,4,66,0,5,3,4.5,32.125,0.6
CLI000652,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,2,2.0,39.699999999999996,0.5
CLI000653,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,2,4.75,47.65,0.2
CLI000654,2026-03-31,varejo,conservador,0,45122.93,25643.87,1025.7548,15,3,39,0,3,0,4.0,13.3,0.6666666666666666
CLI000655,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,1,5.0,56.0,0.25
CLI000656,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,3,1,4.0,20.1,0.6666666666666666
CLI000657,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,1,4.0,32.833333333333336,0.3333333333333333
CLI000658,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,3,3.5,8.65,0.6
CLI000659,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,4.5,22.55,1.0
CLI000660,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,2,5.0,18.23333333333333,0.8
CLI000661,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,4,3.0,17.400000000000002,0.6
CLI000662,2026-03-31,alta_renda,moderado,1,631294.48,469429.55,7695.566393442623,34,5,87,0,2,0,0,0,0.5
CLI000663,2026-03-31,alta_renda,conservador,1,286572.21,186268.26,4139.294666666667,25,18,67,0,5,3,3.0,24.95,0.6
CLI000664,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,4,4.0,18.0,0.3333333333333333
CLI000665,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,8,3,4.0,24.266666666666666,0.5
CLI000666,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,6,1,3.75,40.78,0.6666666666666666
CLI000667,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,0,0,42.8,0.0
CLI000668,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,3.0,47.2,0.6666666666666666
CLI000669,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,2,0,1.5,0.5
CLI000670,2026-03-31,private,arrojado,1,0,0,0,0,0,0,,5,4,4.0,11.533333333333333,0.6
CLI000671,2026-03-31,private,moderado,0,0,0,0,0,0,0,,3,0,5.0,13.833333333333334,0.6666666666666666
CLI000672,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,2,1,4.0,2.7,0.0
CLI000673,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,0,3.0,40.650000000000006,0.6666666666666666
CLI000674,2026-03-31,alta_renda,arrojado,1,159677.87,120462.0,5736.285714285715,11,3,30,0,4,1,4.0,34.166666666666664,0.25
CLI000675,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000676,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,1,0,4.0,11.2,1.0
CLI000677,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,1,0,0,40.9,1.0
CLI000678,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,3,1,4.0,35.766666666666666,0.0
CLI000679,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,5,1,4.0,28.639999999999997,0.2
CLI000680,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,0,4.5,18.900000000000002,0.5
CLI000681,2026-03-31,alta_renda,conservador,1,587635.66,311056.62,5760.307777777778,25,11,92,0,6,2,4.5,47.76666666666667,0.16666666666666666
CLI000682,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,2,4.0,44.7,0.0
CLI000683,2026-03-31,varejo,moderado,0,57430.62,29660.850000000002,988.695,17,6,43,0,3,2,4.333333333333333,28.733333333333334,1.0
CLI000684,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000685,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,3,2.0,7.1000000000000005,0.4
CLI000686,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,25.4,0.0
CLI000687,2026-03-31,varejo,moderado,1,234200.3,113049.43,2898.7033333333334,23,9,72,0,6,2,3.4,44.800000000000004,0.6666666666666666
CLI000688,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,2,5.0,2.5,0.3333333333333333
CLI000689,2026-03-31,alta_renda,conservador,1,531446.25,317308.16,4120.885194805194,34,36,123,0,5,2,4.2,39.5,0.4
CLI000690,2026-03-31,alta_renda,conservador,1,388698.21,163074.58,3882.7280952380947,25,38,79,0,5,3,4.5,19.833333333333332,0.4
CLI000691,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,1,3.0,5.1,0.0
CLI000692,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,2,4.0,4.4,1.0
CLI000693,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,0,4.0,23.8,0.0
CLI000694,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,4,3.6,23.12,0.16666666666666666
CLI000695,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,7,5,3.6,19.2,0.5714285714285714
CLI000696,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,1,4.0,24.566666666666666,0.5
CLI000697,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,3.0,37.9,1.0
CLI000698,2026-03-31,varejo,conservador,1,173088.71,106718.75,7622.767857142857,9,11,24,0,5,0,4.333333333333333,34.260000000000005,0.4
CLI000699,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,2,0,0,4.1,0.5
CLI000700,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,2,1,5.0,8.1,0.0
CLI000701,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,3.0,23.7,0.75
CLI000702,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,2,2,4.0,37.9,0.5
CLI000703,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,4,5.0,23.666666666666668,0.2
CLI000704,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,4,4.0,14.125,0.8
CLI000705,2026-03-31,alta_renda,arrojado,0,0,0,0,0,0,0,,2,1,0,3.0999999999999996,0.5
CLI000706,2026-03-31,varejo,moderado,1,237543.37,147360.25,2585.2675438596493,30,9,90,0,7,5,4.0,36.8,0.2857142857142857
CLI000707,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,2,2.0,37.53333333333333,0.75
CLI000708,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,4.5,32.45,1.0
CLI000709,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,7,5,3.5,14.459999999999999,0.14285714285714285
CLI000710,2026-03-31,private,moderado,1,0,0,0,0,0,0,,4,2,3.6666666666666665,26.0,0.75
CLI000711,2026-03-31,alta_renda,moderado,1,644620.54,359925.75,5372.026119402985,42,13,114,0,2,1,0,22.4,0.5
CLI000712,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,4,2,3.0,36.6,0.25
CLI000713,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,1,4.0,30.7,0.0
CLI000714,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,2,2,3.5,10.25,1.0
CLI000715,2026-03-31,alta_renda,moderado,1,432642.67,285520.39,6344.897555555556,33,4,72,0,3,0,4.0,42.36666666666667,0.6666666666666666
CLI000716,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,3,1,4.333333333333333,30.633333333333336,0.3333333333333333
CLI000717,2026-03-31,empreendedor,arrojado,0,0,0,0,0,0,0,,2,2,3.0,10.950000000000001,1.0
CLI000718,2026-03-31,alta_renda,conservador,1,157564.99,97754.53,5144.975263157895,12,4,31,0,5,2,3.75,19.68,0.6
CLI000719,2026-03-31,alta_renda,moderado,1,138627.65,73189.31,5227.807857142857,13,3,30,0,3,1,3.5,27.7,0.6666666666666666
CLI000720,2026-03-31,empreendedor,arrojado,1,0,0,0,0,0,0,,1,1,4.0,3.8,1.0
CLI000721,2026-03-31,private,moderado,1,0,0,0,0,0,0,,2,2,3.0,21.15,0.5
CLI000722,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,0,0,11.066666666666668,0.3333333333333333
CLI000723,2026-03-31,alta_renda,moderado,1,302484.77,181358.4,10075.466666666667,16,17,40,1,4,1,4.5,57.25,0.5
CLI000724,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,3,4.5,17.433333333333334,1.0
CLI000725,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,2,4.2,27.266666666666666,0.6666666666666666
CLI000726,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,0,60.4,1.0
CLI000727,2026-03-31,alta_renda,conservador,1,246585.4,152326.98,8017.209473684211,11,2,31,0,3,3,4.0,18.2,0.6666666666666666
CLI000728,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,7,4,4.0,23.866666666666664,0.5714285714285714
CLI000729,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,0,3.3333333333333335,31.75,0.5
CLI000730,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,3,2,3.0,12.533333333333333,0.6666666666666666
CLI000731,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,4,1,3.6666666666666665,44.625,1.0
CLI000732,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,3,3.3333333333333335,5.166666666666667,0.75
CLI000733,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,3,3,3.5,18.366666666666667,0.6666666666666666
CLI000734,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,2,2,4.0,31.9,0.5
CLI000735,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,2,0,0,0.5
CLI000736,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,7,4,3.6666666666666665,30.46,0.2857142857142857
CLI000737,2026-03-31,varejo,conservador,1,115831.24,57166.51,3175.9172222222223,10,6,32,0,4,3,5.0,10.5,0.5
CLI000738,2026-03-31,alta_renda,moderado,0,257004.07,176838.88999999998,7688.647391304347,7,6,33,0,3,2,5.0,21.0,0.0
CLI000739,2026-03-31,private,conservador,0,0,0,0,0,0,0,,1,1,2.0,4.2,1.0
CLI000740,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,3,4.0,19.175,0.6
CLI000741,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,0,4.75,37.25,0.5
CLI000742,2026-03-31,alta_renda,arrojado,0,409844.04,196414.73,6137.9603125,32,25,70,0,1,1,0,0,1.0
CLI000743,2026-03-31,empreendedor,conservador,1,0,0,0,0,0,0,,3,0,4.0,75.95,0.6666666666666666
CLI000744,2026-03-31,varejo,arrojado,0,0,0,0,0,0,0,,3,2,3.5,27.03333333333333,0.3333333333333333
CLI000745,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,1,0,4.0,17.9,0.0
CLI000746,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,0,4.0,31.900000000000002,0.75
CLI000747,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,3,3.5,11.366666666666667,0.5
CLI000748,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000749,2026-03-31,private,arrojado,0,0,0,0,0,0,0,,5,2,3.6666666666666665,26.5,0.4
CLI000750,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,2,1,5.0,3.2,0.0
CLI000751,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,1,0,0,1.0
CLI000752,2026-03-31,alta_renda,conservador,1,159870.09,101905.5,3774.277777777778,12,20,42,0,2,2,0,23.2,1.0
CLI000753,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,2,3.0,7.7,0.0
CLI000754,2026-03-31,empreendedor,conservador,0,0,0,0,0,0,0,,3,3,4.0,32.0,0.6666666666666666
CLI000755,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,1,5.0,11.299999999999999,0.0
CLI000756,2026-03-31,alta_renda,conservador,1,261912.03,126223.59,6643.346842105263,15,4,32,0,0,0,0,0,1.0
CLI000757,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,2,4.0,34.1,0.5
CLI000758,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,4.0,37.800000000000004,0.3333333333333333
CLI000759,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,5,3,3.0,35.3,0.6
CLI000760,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,9,4,4.2,29.133333333333336,0.7777777777777778
CLI000761,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,1,0,0,0.0
CLI000762,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,2,0,27.1,0.5
CLI000763,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,2,3.0,31.439999999999998,0.4
CLI000764,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,3,3,4.333333333333333,11.766666666666666,0.3333333333333333
CLI000765,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,8,2,4.333333333333333,38.542857142857144,0.625
CLI000766,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,0,22.4,0.0
CLI000767,2026-03-31,varejo,moderado,0,0,0,0,0,0,0,,5,3,4.333333333333333,14.700000000000001,0.2
CLI000768,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,0,0,40.9,0.5
CLI000769,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,6,3,4.333333333333333,25.799999999999997,0.6666666666666666
CLI000770,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,1,3.6666666666666665,38.333333333333336,0.5
CLI000771,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,6,3,4.0,14.819999999999999,0.6666666666666666
CLI000772,2026-03-31,alta_renda,conservador,1,270279.0,185920.8,4648.0199999999995,19,7,61,0,5,4,3.6666666666666665,17.433333333333334,0.6
CLI000773,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,5,2,3.6666666666666665,43.36,0.6
CLI000774,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,2,4.0,32.85,0.6666666666666666
CLI000775,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,5,4,4.0,11.566666666666668,0.6
CLI000776,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,5,2.0,25.2,0.3333333333333333
CLI000777,2026-03-31,varejo,arrojado,1,453590.07,260291.84,10411.6736,13,17,40,0,3,2,4.0,15.833333333333334,0.6666666666666666
CLI000778,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,4,2,2.0,38.900000000000006,0.5
CLI000779,2026-03-31,alta_renda,arrojado,1,200746.62,75363.94,7536.394,9,2,22,0,6,3,3.0,47.76666666666667,0.5
CLI000780,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,0,3.75,40.525,0.25
CLI000781,2026-03-31,alta_renda,moderado,1,802830.65,400896.86,6572.079672131147,37,12,112,0,3,1,4.5,22.55,1.0
CLI000782,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,2,1,3.5,26.0,0.5
CLI000783,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,5,4,4.333333333333333,25.259999999999998,0.6
CLI000784,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,4.0,20.766666666666666,0.5
CLI000785,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,1,4.0,49.400000000000006,1.0
CLI000786,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,2,3.0,4.5,0.6666666666666666
CLI000787,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,0,2.0,13.3,0.5
CLI000788,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,0,0,0,0,1.0
CLI000789,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,0,4.0,36.5,0.5
CLI000790,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,2,2,0,2.3,1.0
CLI000791,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,5,4.5,10.975,0.6666666666666666
CLI000792,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,1,0,33.1,0.5
CLI000793,2026-03-31,private,moderado,1,0,0,0,0,0,0,,2,1,4.0,27.799999999999997,0.0
CLI000794,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,2,1,4.0,28.1,0.5
CLI000795,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,3,4.75,23.025,0.25
CLI000796,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,1,3.0,24.9,1.0
CLI000797,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,1,2.3333333333333335,10.233333333333333,1.0
CLI000798,2026-03-31,varejo,conservador,1,64474.35,41928.73,1197.9637142857143,12,3,50,0,2,1,4.0,10.6,0.5
CLI000799,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,0,10.3,0.5
CLI000800,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,0,4.5,42.53333333333333,0.6666666666666666
CLI000801,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,6,3,4.5,35.333333333333336,0.6666666666666666
CLI000802,2026-03-31,private,moderado,1,0,0,0,0,0,0,,2,1,0,22.0,1.0
CLI000803,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,4,3,4.0,20.299999999999997,1.0
CLI000804,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,3,0,19.85,0.6666666666666666
CLI000805,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,2,3.0,7.0,1.0
CLI000806,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,3.5,25.599999999999998,0.6666666666666666
CLI000807,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,2,3.6666666666666665,23.075,0.5
CLI000808,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,7,3,4.666666666666667,29.340000000000003,0.2857142857142857
CLI000809,2026-03-31,alta_renda,conservador,1,365338.85,207692.46,3520.211186440678,34,8,101,0,1,1,2.0,5.6,1.0
CLI000810,2026-03-31,private,moderado,0,0,0,0,0,0,0,,4,2,4.5,10.25,0.25
CLI000811,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,5,3.3333333333333335,9.075,0.6666666666666666
CLI000812,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,2,2,4.0,31.7,0.5
CLI000813,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,3,3.0,10.775,0.4
CLI000814,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,2,4.0,19.4,0.5
CLI000815,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,1,4.333333333333333,30.125,0.25
CLI000816,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,1,1,0,19.3,1.0
CLI000817,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,5,3,4.5,24.900000000000002,0.6
CLI000818,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,0,0,22.45,0.5
CLI000819,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,6,2,4.0,38.525,0.5
CLI000820,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,3,2.0,8.9,0.6666666666666666
CLI000821,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,4.0,57.6,0.3333333333333333
CLI000822,2026-03-31,alta_renda,conservador,0,505181.44,236950.67,7404.7084375,19,14,60,0,3,1,5.0,29.5,0.6666666666666666
CLI000823,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,5,0,4.0,37.93333333333334,0.6
CLI000824,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,0,0,0,0,0.0
CLI000825,2026-03-31,alta_renda,moderado,1,341315.92,159114.96,5893.1466666666665,23,5,49,0,2,1,3.0,17.8,0.5
CLI000826,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,2,1,0,52.4,0.5
CLI000827,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,2,1,3.0,23.700000000000003,1.0
CLI000828,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,7,0,3.0,37.8,0.5714285714285714
CLI000829,2026-03-31,alta_renda,moderado,1,493207.38,282674.1,5139.529090909091,24,25,87,0,3,1,4.0,44.43333333333334,0.3333333333333333
CLI000830,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,1,0,5.0,5.4,1.0
CLI000831,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,3,1,5.0,31.099999999999998,0.0
CLI000832,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,8,3,4.2,28.842857142857145,0.5
CLI000833,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,3,2,4.0,20.2,0.0
CLI000834,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,2,0,5.0,26.95,0.5
CLI000835,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,1,5.0,55.25,0.0
CLI000836,2026-03-31,varejo,conservador,1,0,0,0,0,0,0,,5,2,4.333333333333333,56.699999999999996,0.6
CLI000837,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,6,1,3.75,29.840000000000003,0.3333333333333333
CLI000838,2026-03-31,varejo,moderado,1,0,0,0,0,0,0,,1,0,0,69.6,0.0
CLI000839,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,5,5,2.0,22.066666666666666,0.4
CLI000840,2026-03-31,varejo,arrojado,1,0,0,0,0,0,0,,6,3,3.0,32.160000000000004,0.5
CLI000841,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,2,3.0,11.3,0.0
CLI000842,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,0,0,4.1,1.0
CLI000843,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,4,2,4.0,40.86666666666667,0.5
CLI000844,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,1,0,21.3,0.5
CLI000845,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,2,2.0,2.4,0.0
CLI000846,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,4,2,3.3333333333333335,18.25,0.0
CLI000847,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,6,5,3.75,19.82,0.16666666666666666
CLI000848,2026-03-31,varejo,conservador,0,0,0,0,0,0,0,,4,3,3.3333333333333335,27.0,0.25
CLI000849,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,3,0,3.3333333333333335,29.766666666666666,0.0
CLI000850,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,2,0,5.0,14.3,0.5
CLI000851,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,4,1,0,8.55,0.75
CLI000852,2026-03-31,alta_renda,arrojado,1,0,0,0,0,0,0,,3,0,5.0,17.933333333333334,0.6666666666666666
CLI000853,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,1,0,2.4,1.0
CLI000854,2026-03-31,alta_renda,conservador,1,300463.64,159137.29,3788.9830952380953,27,5,72,0,1,1,3.0,1.1,1.0
CLI000855,2026-03-31,alta_renda,moderado,0,0,0,0,0,0,0,,1,1,4.0,2.0,0.0
CLI000856,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,7,3,3.0,38.62,0.5714285714285714
CLI000857,2026-03-31,private,moderado,1,0,0,0,0,0,0,,1,1,2.0,22.8,0.0
CLI000858,2026-03-31,alta_renda,conservador,0,0,0,0,0,0,0,,3,1,3.0,22.049999999999997,0.3333333333333333
CLI000859,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,0,0,8.3,0.0
CLI000860,2026-03-31,alta_renda,moderado,1,0,0,0,0,0,0,,1,1,0,0,0.0
CLI000861,2026-03-31,alta_renda,conservador,1,0,0,0,0,0,0,,2,1,0,36.95,0.5
